Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales,Year,Month,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,IsWeekend,Total_Quantity,Ratio_S_P1,Ratio_S_P2,Ratio_S_P3,Ratio_S_P4,AvgPrice_P1,AvgPrice_P2,AvgPrice_P3,AvgPrice_P4
2010-06-23,1287,3955,2710,1804,4079.79,25074.7,14688.2,12862.52,56705.21000000001,2010,6,2,23,25,2,0,9756,0.07194735721814625,0.4421939359716682,0.25902734510638437,0.2268313617038011,3.17,6.34,5.42,7.13
2010-06-24,2197,1429,2754,1299,6964.49,9059.86,14926.68,9261.87,40212.9,2010,6,3,24,25,2,0,7679,0.17319044386254162,0.22529735482892307,0.37119133412412436,0.23032086718441097,3.17,6.340000000000001,5.42,7.130000000000001
2010-06-25,7910,1622,5574,306,25074.7,10283.48,30211.08,2181.78,67751.04000000001,2010,6,4,25,25,2,0,15412,0.3701005918137935,0.1517833526983497,0.44591315498625556,0.032202900501601156,3.17,6.34,5.42,7.130000000000001
2010-06-26,3855,1015,1746,608,12220.35,6435.1,9463.32,4335.04,32453.81,2010,6,5,26,25,2,1,7224,0.37654592788951435,0.1982848855034278,0.2915934985753599,0.13357568803169798,3.17,6.340000000000001,5.42,7.13
2010-06-27,5988,3288,916,1530,18981.96,20845.92,4964.72,10908.9,55701.5,2010,6,6,27,25,2,1,11722,0.34078005080653123,0.37424342252901627,0.08913081335332083,0.19584571331113165,3.17,6.34,5.42,7.13
2010-06-28,2653,1544,3867,652,8410.01,9788.96,20959.14,4648.76,43806.87,2010,6,0,28,26,2,0,8716,0.19197924891689364,0.2234571883359847,0.47844413444740513,0.10611942829971646,3.17,6.34,5.42,7.13
2010-06-29,3664,2294,3244,897,11614.88,14543.96,17582.48,6395.61,50136.92999999999,2010,6,1,29,26,2,0,10099,0.2316631672501687,0.2900847738383663,0.3506892025498969,0.12756285636156822,3.17,6.34,5.42,7.13
2010-06-30,7077,2297,5376,1130,22434.09,14562.98,29137.92,8056.9,74191.88999999998,2010,6,2,30,26,2,0,15880,0.3023792762254743,0.19628803094246558,0.3927372654881821,0.10859542734387817,3.17,6.34,5.42,7.13
2010-07-01,3509,700,1175,1205,11123.53,4438.0,6368.5,8591.65,30521.68,2010,7,3,1,26,3,0,6589,0.3644468456520087,0.1454048401005449,0.20865496263639485,0.28149335161105155,3.1700000000000004,6.34,5.42,7.13
2010-07-02,3716,3175,651,1263,11779.72,20129.5,3528.42,9005.19,44442.83,2010,7,4,2,26,3,0,8805,0.2650533280621418,0.4529302026896127,0.07939233392652988,0.20262413532171555,3.17,6.34,5.42,7.130000000000001
2010-07-03,7746,2883,671,728,24554.82,18278.22,3636.82,5190.64,51660.5,2010,7,5,3,26,3,1,12028,0.4753113113500644,0.35381422944028806,0.07039846691379294,0.10047599229585467,3.17,6.340000000000001,5.42,7.130000000000001
2010-07-04,7006,2833,758,1005,22209.02,17961.22,4108.36,7165.65,51444.25000000001,2010,7,6,4,26,3,1,11602,0.4317104438299712,0.34913950538689936,0.07986043143791578,0.13928961934521347,3.17,6.340000000000001,5.42,7.13
2010-07-05,5223,1923,1583,1877,16556.91,12191.82,8579.86,13383.01,50711.6,2010,7,0,5,27,3,0,10606,0.3264915719480356,0.24041481633393544,0.1691892979121148,0.2639043138059142,3.17,6.34,5.42,7.13
2010-07-06,4753,3125,2787,583,15067.01,19812.5,15105.54,4156.79,54141.84,2010,7,1,6,27,3,0,11248,0.2782877345875205,0.3659369537496325,0.2789993838406674,0.07677592782217967,3.17,6.34,5.42,7.13
2010-07-07,3369,752,5913,358,10679.73,4767.68,32048.46,2552.54,50048.41,2010,7,2,7,27,3,0,10392,0.21338799774058753,0.09526136794355705,0.6403492138911105,0.05100142042474476,3.17,6.340000000000001,5.42,7.13
2010-07-08,6805,758,4499,1740,21571.85,4805.72,24384.58,12406.2,63168.350000000006,2010,7,3,8,27,3,0,13802,0.3414977595583864,0.07607797259228712,0.3860252800650959,0.19639898778423054,3.17,6.340000000000001,5.420000000000001,7.130000000000001
2010-07-09,7826,2872,3592,328,24808.42,18208.48,19468.64,2338.64,64824.17999999999,2010,7,4,9,27,3,0,14618,0.38270318267041714,0.2808902480525014,0.30032990775972795,0.03607666151735356,3.17,6.34,5.42,7.13
2010-07-10,7450,273,4511,505,23616.5,1730.82,24449.62,3600.65,53397.59,2010,7,5,10,27,3,1,12739,0.442276514726601,0.03241382242157371,0.45787871699827654,0.06743094585354882,3.17,6.34,5.42,7.13
2010-07-11,5868,1690,1461,391,18601.56,10714.6,7918.62,2787.83,40022.61000000001,2010,7,6,11,27,3,1,9410,0.4647762852047879,0.2677136748452937,0.19785366321686662,0.06965637673305163,3.1700000000000004,6.34,5.42,7.13
2010-07-12,5273,1888,5949,1677,16715.41,11969.92,32243.58,11957.01,72885.92,2010,7,0,12,28,3,0,14787,0.22933661261324548,0.16422815270768346,0.44238420808847584,0.16405102659059528,3.17,6.34,5.42,7.13
2010-07-13,1562,1851,3289,1740,4951.54,11735.34,17826.38,12406.2,46919.46000000001,2010,7,1,13,28,3,0,8442,0.1055327576233827,0.25011668932251135,0.37993574521104884,0.264414807843057,3.17,6.34,5.42,7.130000000000001
2010-07-14,378,581,2531,446,1198.26,3683.54,13718.02,3179.98,21779.8,2010,7,2,14,28,3,0,3936,0.055017034132544836,0.16912643825930448,0.6298505955059276,0.14600593210222318,3.17,6.34,5.42,7.13
2010-07-15,3180,438,1327,532,10080.6,2776.92,7192.34,3793.16,23843.02,2010,7,3,15,28,3,0,5477,0.42279040155148134,0.11646678986135146,0.30165390122559976,0.15908890736156744,3.17,6.34,5.42,7.13
2010-07-16,2508,1197,1556,1946,7950.36,7588.98,8433.52,13874.98,37847.84,2010,7,4,16,28,3,0,7207,0.2100611289838469,0.2005128958482175,0.22282698299295287,0.3665989921749828,3.17,6.34,5.42,7.13
2010-07-17,7257,302,4973,1686,23004.69,1914.68,26953.66,12021.18,63894.21,2010,7,5,17,28,3,1,14218,0.36004342177483684,0.029966408536861167,0.42184823945706507,0.18814193023123693,3.17,6.34,5.42,7.13
2010-07-18,2527,1347,1626,1724,8010.59,8539.98,8812.92,12292.12,37655.61,2010,7,6,18,28,3,1,7224,0.21273297657374293,0.2267917051403496,0.23404002750187822,0.3264352907840293,3.17,6.34,5.42,7.130000000000001
2010-07-19,2581,2489,2607,1692,8181.77,15780.26,14129.94,12063.96,50155.93,2010,7,0,19,29,3,0,9369,0.1631266731570923,0.3146240135513388,0.2817202272991449,0.240529085992424,3.1700000000000004,6.34,5.42,7.13
2010-07-20,7694,2975,1278,558,24389.98,18861.5,6926.76,3978.54,54156.78,2010,7,1,20,29,3,0,12505,0.4503587547117831,0.3482758760768273,0.127901991218828,0.0734633779925616,3.17,6.34,5.42,7.13
2010-07-21,3935,2972,5299,1253,12473.95,18842.48,28720.58,8933.89,68970.9,2010,7,2,21,29,3,0,13459,0.18085815902068847,0.2731946371585698,0.416415908738323,0.1295312950824188,3.1700000000000004,6.34,5.42,7.13
2010-07-22,2898,532,4664,1667,9186.66,3372.88,25278.88,11885.71,49724.13,2010,7,3,22,29,3,0,9761,0.1847525537400051,0.06783185547942217,0.5083825498807119,0.23903304089986088,3.17,6.34,5.42,7.13
2010-07-23,7734,1994,2772,271,24516.78,12641.96,15024.24,1932.23,54115.21,2010,7,4,23,29,3,0,12771,0.453047858448669,0.23361195493836204,0.2776343286850407,0.035705857927928214,3.17,6.34,5.42,7.13
2010-07-24,3052,3935,4623,1653,9674.84,24947.9,25056.66,11785.89,71465.29000000001,2010,7,5,24,29,3,1,13263,0.13537816749921533,0.3490911462053816,0.3506130038792258,0.1649176824161771,3.17,6.340000000000001,5.42,7.13
2010-07-25,3041,811,1973,526,9639.97,5141.74,10693.66,3750.38,29225.75,2010,7,6,25,29,3,1,6351,0.32984508524161055,0.1759318409279488,0.36589856547736155,0.12832450835307904,3.17,6.34,5.42,7.13
2010-07-26,1387,2539,1890,1073,4396.79,16097.26,10243.8,7650.49,38388.34,2010,7,0,26,30,3,0,6889,0.1145345175123488,0.4193268060041148,0.2668466518739805,0.19929202460955595,3.17,6.34,5.42,7.13
2010-07-27,4536,2131,4185,470,14379.12,13510.54,22682.7,3351.1,53923.46,2010,7,1,27,30,3,0,11322,0.26665796297196065,0.25055031706051506,0.4206462270781586,0.06214549288936578,3.1700000000000004,6.340000000000001,5.42,7.13
2010-07-28,7659,734,3981,1121,24279.03,4653.56,21577.02,7992.73,58502.34,2010,7,2,28,30,3,0,13495,0.4150095534640153,0.07954485239393844,0.36882319579011713,0.13662239835192916,3.17,6.340000000000001,5.42,7.13
2010-07-29,3144,3855,1856,1873,9966.48,24440.7,10059.52,13354.49,57821.19,2010,7,3,29,30,3,0,10728,0.17236725843933684,0.4226945173560074,0.17397635711060253,0.23096186709405322,3.17,6.34,5.42,7.13
2010-07-30,6361,1773,3443,287,20164.37,11240.82,18661.06,2046.31,52112.56,2010,7,4,30,30,3,0,11864,0.38693877253391507,0.21570270199736877,0.35809140829005526,0.03926711717866096,3.17,6.34,5.420000000000001,7.13
2010-07-31,2733,3985,1341,1428,8663.61,25264.9,7268.22,10181.64,51378.37,2010,7,5,31,30,3,1,9487,0.1686236834683545,0.4917419528879565,0.1414645890868083,0.19816977455688062,3.1700000000000004,6.340000000000001,5.42,7.13
2010-08-01,2062,3659,2194,803,6536.54,23198.06,11891.48,5725.39,47351.47,2010,8,6,1,30,3,1,8718,0.13804302168443766,0.4899121400032565,0.2511322246173139,0.12091261369499194,3.17,6.340000000000001,5.42,7.130000000000001
2010-08-02,1964,908,1608,1231,6225.88,5756.72,8715.36,8777.03,29474.99,2010,8,0,2,31,3,0,5711,0.21122585622590542,0.19530863284431987,0.2956866143126766,0.2977788966170981,3.17,6.34,5.42,7.130000000000001
2010-08-03,3461,3800,3193,1443,10971.37,24092.0,17306.06,10288.59,62658.02,2010,8,1,3,31,3,0,11897,0.17509921315738994,0.38449986131065106,0.27619864145084705,0.16420228408111207,3.1700000000000004,6.34,5.420000000000001,7.13
2010-08-04,2118,3793,4333,1383,6714.06,24047.62,23484.86,9860.79,64107.33,2010,8,2,4,31,3,0,11627,0.10473154941876382,0.3751149829512475,0.36633657960797933,0.15381688802200935,3.1700000000000004,6.34,5.42,7.130000000000001
2010-08-05,6458,3136,566,1135,20471.86,19882.24,3067.72,8092.55,51514.37000000001,2010,8,3,5,31,3,0,11295,0.3974009582180661,0.38595521987360026,0.05955076224362249,0.15709305966471102,3.17,6.340000000000001,5.42,7.13
2010-08-06,957,256,1505,1442,3033.69,1623.04,8157.1,10281.46,23095.29,2010,8,4,6,31,3,0,4160,0.1313553542735337,0.07027580082345794,0.3531932268440881,0.4451756180589202,3.17,6.34,5.42,7.129999999999999
2010-08-07,3595,3855,4211,1767,11396.15,24440.7,22823.62,12598.71,71259.18,2010,8,5,7,31,3,1,13428,0.15992535979224012,0.342983177746362,0.3202902419028678,0.17680122055853015,3.17,6.34,5.42,7.13
2010-08-08,1980,1641,3747,1398,6276.6,10403.94,20308.74,9967.74,46957.02,2010,8,6,8,31,3,1,8766,0.13366691497884664,0.22156303785887607,0.4324963551775646,0.21227369198471283,3.1700000000000004,6.340000000000001,5.420000000000001,7.13
2010-08-09,3589,3037,4366,724,11377.13,19254.58,23663.72,5162.12,59457.55,2010,8,0,9,32,3,0,11716,0.19134878581441717,0.3238374268700947,0.3979935264739297,0.08682026084155839,3.17,6.340000000000001,5.42,7.13
2010-08-10,2661,1125,2235,281,8435.37,7132.5,12113.7,2003.53,29685.1,2010,8,1,10,32,3,0,6302,0.2841617511815692,0.24027205567776427,0.4080734105662437,0.06749278257442286,3.1700000000000004,6.34,5.42,7.13
2010-08-11,5148,2530,5069,748,16319.16,16040.2,27473.98,5333.24,65166.58,2010,8,2,11,32,3,0,13495,0.2504222256254663,0.2461415038199028,0.42159616171356545,0.08184010884106546,3.17,6.34,5.42,7.13
2010-08-12,3272,2734,4940,1137,10372.24,17333.56,26774.8,8106.81,62587.41,2010,8,3,12,32,3,0,12083,0.1657240649517211,0.27694962932640926,0.42779849813245185,0.12952780758941773,3.17,6.340000000000001,5.42,7.130000000000001
2010-08-13,5704,808,891,994,18081.68,5122.72,4829.22,7087.22,35120.840000000004,2010,8,4,13,32,3,0,8397,0.5148419001367849,0.14585983706540048,0.13750297544136186,0.20179528735645275,3.17,6.340000000000001,5.42,7.13
2010-08-14,3914,2652,920,744,12407.38,16813.68,4986.4,5304.72,39512.18,2010,8,5,14,32,3,1,8230,0.31401405844982483,0.42553157026516886,0.12619906064408493,0.13425531064092136,3.17,6.34,5.42,7.130000000000001
2010-08-15,3094,2510,303,504,9807.98,15913.4,1642.26,3593.52,30957.16,2010,8,6,15,32,3,1,6411,0.3168242823308081,0.5140458620881243,0.0530494399357047,0.11608041564536281,3.17,6.34,5.42,7.13
2010-08-16,4180,3720,1356,781,13250.6,23584.8,7349.52,5568.53,49753.45,2010,8,0,16,33,3,0,10037,0.26632524980679734,0.47403345898626126,0.1477188014097515,0.11192248979718994,3.17,6.34,5.42,7.13
2010-08-17,7024,3160,2743,1168,22266.08,20034.4,14867.06,8327.84,65495.380000000005,2010,8,1,17,33,3,0,14095,0.33996413182120633,0.305890278062361,0.22699402614352338,0.12715156397290922,3.1700000000000004,6.340000000000001,5.42,7.13
2010-08-18,5187,490,5874,1456,16442.79,3106.6,31837.08,10381.28,61767.75,2010,8,2,18,33,3,0,13007,0.2662034799713443,0.05029485451550364,0.515432082275945,0.16806958323720714,3.1700000000000004,6.34,5.42,7.130000000000001
2010-08-19,570,628,4053,1402,1806.9,3981.52,21967.26,9996.26,37751.94,2010,8,3,19,33,3,0,6653,0.04786244097654319,0.10546530853778639,0.5818842687289713,0.2647879817566991,3.1700000000000004,6.34,5.42,7.13
2010-08-20,2497,3055,5978,1606,7915.49,19368.7,32400.76,11450.78,71135.73,2010,8,4,20,33,3,0,13136,0.11127305504561491,0.2722780802277562,0.4554779995931721,0.16097086513345688,3.17,6.34,5.42,7.130000000000001
2010-08-21,419,1278,5544,489,1328.23,8102.52,30048.48,3486.57,42965.8,2010,8,5,21,33,3,1,7730,0.030913656908517936,0.18858068510303544,0.6993580941120612,0.0811475638763854,3.17,6.340000000000001,5.42,7.13
2010-08-22,2592,438,3777,1568,8216.64,2776.92,20471.34,11179.84,42644.740000000005,2010,8,6,22,33,3,1,8375,0.19267651766665708,0.06511752680400912,0.4800437287224637,0.26216222680686996,3.17,6.34,5.42,7.13
2010-08-23,7712,1739,3940,1041,24447.04,11025.26,21354.8,7422.33,64249.43000000001,2010,8,0,23,34,3,0,14432,0.3805020527030356,0.17160089980564808,0.3323733766976609,0.11552367079365528,3.17,6.34,5.42,7.13
2010-08-24,1076,539,2568,668,3410.92,3417.26,13918.56,4762.84,25509.58,2010,8,1,24,34,3,0,4851,0.13371133511410221,0.13395986919423997,0.5456209000696992,0.1867078956219585,3.17,6.340000000000001,5.42,7.13
2010-08-25,2668,1272,4365,1846,8457.56,8064.48,23658.3,13161.98,53342.31999999999,2010,8,2,25,34,3,0,10151,0.1585525338980382,0.15118352557594048,0.4435183921509226,0.24674554837509882,3.17,6.34,5.42,7.13
2010-08-26,1350,2211,1900,602,4279.5,14017.74,10298.0,4292.26,32887.5,2010,8,3,26,34,3,0,6063,0.1301254275940707,0.4262330672748004,0.31312808817939947,0.13051341695172938,3.17,6.34,5.42,7.130000000000001
2010-08-27,7841,469,4670,938,24855.97,2973.46,25311.4,6687.94,59828.77,2010,8,4,27,34,3,0,13918,0.4154517968529188,0.04969950075858154,0.42306402087156403,0.11178468151693574,3.17,6.34,5.42,7.13
2010-08-28,586,3052,4481,1919,1857.62,19349.68,24287.02,13682.47,59176.79,2010,8,5,28,34,3,1,10038,0.03139102340630507,0.32698089909912315,0.4104146237063551,0.23121345378821662,3.17,6.34,5.42,7.13
2010-08-29,2003,741,4222,1563,6349.51,4697.94,22883.24,11144.19,45074.880000000005,2010,8,6,29,34,3,1,8529,0.14086582149525412,0.10422523587417203,0.5076716787709695,0.24723726385960426,3.17,6.34,5.420000000000001,7.13
2010-08-31,2564,2772,5371,1819,8127.88,17574.48,29110.82,12969.47,67782.65,2010,8,1,31,35,3,0,12526,0.11991092115755286,0.25927696836874925,0.42947302886505623,0.19133908160864174,3.17,6.34,5.42,7.13
2010-09-01,3532,2223,5959,519,11196.44,14093.82,32297.78,3700.47,61288.51,2010,9,2,1,35,3,0,12233,0.18268416053841088,0.22995860072303925,0.5269793636686549,0.060377875069894824,3.17,6.34,5.42,7.13
2010-09-02,519,2119,1349,614,1645.23,13434.46,7311.58,4377.82,26769.09,2010,9,3,2,35,3,0,4601,0.0614600645744775,0.5018646506100879,0.27313517194645015,0.16354011286898432,3.17,6.34,5.42,7.13
2010-09-03,2957,1896,2583,1034,9373.69,12020.64,13999.86,7372.42,42766.61,2010,9,4,3,35,3,0,8470,0.21918244162911207,0.2810753529447389,0.32735491543519585,0.17238728999095324,3.1700000000000004,6.34,5.42,7.13
2010-09-04,5478,3084,5614,717,17365.26,19552.56,30427.88,5112.21,72457.91,2010,9,5,4,35,3,1,14893,0.23965996259069572,0.269847142982733,0.4199386926837939,0.07055420174277728,3.17,6.340000000000001,5.42,7.13
2010-09-05,5010,2834,359,1417,15881.7,17967.56,1945.78,10103.21,45898.25,2010,9,6,5,35,3,1,9620,0.34601972842101825,0.39146503406992644,0.042393337436612506,0.22012190007244284,3.17,6.340000000000001,5.42,7.129999999999999
2010-09-06,3027,2584,4244,1390,9595.59,16382.56,23002.48,9910.7,58891.33,2010,9,0,6,36,3,0,11245,0.16293722692287643,0.27818288362650323,0.39059195980121353,0.1682879296494068,3.17,6.34,5.42,7.130000000000001
2010-09-07,867,2795,5645,1641,2748.39,17720.3,30595.9,11700.33,62764.92,2010,9,1,7,36,3,0,10948,0.04378863224871473,0.2823280902771803,0.48746815896523094,0.18641511850887407,3.17,6.34,5.42,7.13
2010-09-08,4198,2352,2762,366,13307.66,14911.68,14970.04,2609.58,45798.96000000001,2010,9,2,8,36,3,0,9678,0.2905668600335029,0.32558992605945636,0.3268641908025859,0.05697902310445476,3.17,6.34,5.42,7.13
2010-09-09,2107,3004,5320,1756,6679.19,19045.36,28834.4,12520.28,67079.23,2010,9,3,9,36,3,0,12187,0.09957165578674651,0.2839233545167409,0.42985585851238906,0.18664913118412363,3.17,6.34,5.42,7.130000000000001
2010-09-10,3807,575,3085,1498,12068.19,3645.5,16720.7,10680.74,43115.13,2010,9,4,10,36,3,0,8965,0.2799061489551348,0.0845526848695574,0.3878151358931308,0.24772603028217705,3.17,6.34,5.42,7.13
2010-09-11,1949,1978,4159,950,6178.33,12540.52,22541.78,6773.5,48034.13,2010,9,5,11,36,3,1,9036,0.12862375148670332,0.26107519798942963,0.46928673424500456,0.14101431627886254,3.17,6.34,5.42,7.13
2010-09-12,2923,2974,784,976,9265.91,18855.16,4249.28,6958.88,39329.23,2010,9,6,12,36,3,1,7657,0.2355985611719324,0.47941848848807866,0.10804381372327908,0.17693913661670974,3.17,6.34,5.42,7.13
2010-09-13,2111,1739,1049,1535,6691.87,11025.26,5685.58,10944.55,34347.259999999995,2010,9,0,13,37,3,0,6434,0.1948298059292066,0.3209938725825583,0.16553227244327498,0.31864404904496024,3.17,6.34,5.42,7.13
2010-09-14,3179,3646,4008,1088,10077.43,23115.64,21723.36,7757.44,62673.87,2010,9,1,14,37,3,0,11921,0.16079157071360042,0.36882420057992266,0.3466095200439992,0.12377470866247767,3.17,6.34,5.42,7.13
2010-09-15,6653,255,554,486,21090.01,1616.7,3002.68,3465.18,29174.57,2010,9,2,15,37,3,0,7948,0.7228901745595564,0.05541469848570176,0.10292113988312424,0.1187739870716175,3.17,6.34,5.42,7.13
2010-09-16,4008,2164,1959,1189,12705.36,13719.76,10617.78,8477.57,45520.47,2010,9,3,16,37,3,0,9320,0.27911311109046105,0.3013975910178432,0.23325286404116655,0.1862364338505292,3.17,6.34,5.42,7.13
2010-09-17,6950,2226,5834,1493,22031.5,14112.84,31620.28,10645.09,78409.70999999999,2010,9,4,17,37,3,0,16503,0.28097923076108816,0.17998842235228266,0.4032699521526097,0.13576239473401958,3.17,6.34,5.42,7.13
2010-09-18,1284,1287,3272,1777,4070.28,8159.58,17734.24,12670.01,42634.11,2010,9,5,18,37,3,1,7620,0.09547003561233013,0.1913861928864001,0.4159636497630653,0.29718012173820446,3.1700000000000004,6.34,5.420000000000001,7.13
2010-09-19,949,550,4564,1850,3008.33,3487.0,24736.88,13190.5,44422.71,2010,9,6,19,37,3,1,7913,0.06772054203807017,0.07849588645087163,0.5568521146053449,0.2969314569057133,3.17,6.34,5.42,7.13
2010-09-20,5573,2502,4367,384,17666.41,15862.68,23669.14,2737.92,59936.15,2010,9,0,20,38,3,0,12826,0.29475383387154497,0.26465964196899533,0.3949059123750858,0.045680611784373874,3.17,6.34,5.42,7.13
2010-09-21,7043,713,532,1209,22326.31,4520.42,2883.44,8620.17,38350.34,2010,9,1,21,38,3,0,9497,0.5821671985176664,0.11787170596140739,0.0751868171181794,0.2247742784027469,3.1700000000000004,6.34,5.42,7.13
2010-09-22,4505,3078,2148,800,14280.85,19514.52,11642.16,5704.0,51141.53,2010,9,2,22,38,3,0,10531,0.279241743451946,0.3815787286770654,0.22764590734770743,0.11153362052328118,3.17,6.34,5.42,7.13
2010-09-23,2073,3807,5311,490,6571.41,24136.38,28785.62,3493.7,62987.11,2010,9,3,23,38,3,0,11681,0.10432944137300473,0.3831955458823242,0.4570081084844185,0.05546690426025261,3.17,6.34,5.42,7.13
2010-09-24,4845,1556,1016,1511,15358.65,9865.04,5506.72,10773.43,41503.84,2010,9,4,24,38,3,0,8928,0.37005371069279375,0.237689813761811,0.13267977131754558,0.2595767042278498,3.17,6.340000000000001,5.42,7.13
2010-09-25,4094,2181,3800,1805,12977.98,13827.54,20596.0,12869.65,60271.170000000006,2010,9,5,25,38,3,1,11880,0.21532649855644082,0.22942212669838663,0.34172225294448405,0.21352912180068842,3.17,6.340000000000001,5.42,7.13
2010-09-26,3953,1298,3332,1634,12531.01,8229.32,18059.44,11650.42,50470.19,2010,9,6,26,38,3,1,10217,0.248285373999979,0.16305308143282202,0.35782389565008565,0.23083764891711325,3.17,6.34,5.42,7.13
2010-09-27,2596,1820,760,1253,8229.32,11538.8,4119.2,8933.89,32821.21,2010,9,0,27,39,3,0,6429,0.2507317676587792,0.351565344483034,0.12550420901606005,0.2721986788421268,3.17,6.34,5.42,7.13
2010-09-28,1068,2055,715,1087,3385.56,13028.7,3875.3,7750.31,28039.870000000003,2010,9,1,28,39,3,0,4925,0.12074093068191827,0.46464908717479786,0.1382067748530931,0.2764032072901907,3.17,6.340000000000001,5.42,7.130000000000001
2010-09-29,5110,3370,1228,1871,16198.7,21365.8,6655.76,13340.23,57560.490000000005,2010,9,2,29,39,3,0,11579,0.28142046740741783,0.3711886399855178,0.1156307043251369,0.23176018828192738,3.17,6.34,5.42,7.13
2010-09-30,7642,3158,414,656,24225.14,20021.72,2243.88,4677.28,51168.02,2010,9,3,30,39,3,0,11870,0.473442982550429,0.39129362441618815,0.043853172352574916,0.09141022068080805,3.17,6.340000000000001,5.42,7.13
2010-10-01,4430,1942,3211,1751,14043.1,12312.28,17403.62,12484.63,56243.63,2010,10,4,1,39,4,0,11334,0.24968338636748733,0.21890976809284893,0.30943273042653896,0.22197411511312481,3.17,6.340000000000001,5.42,7.13
2010-10-02,758,1656,2788,1632,2402.86,10499.04,15110.96,11636.16,39649.02,2010,10,5,2,39,4,1,6834,0.06060326333412529,0.2647994830641464,0.3811181209522959,0.2934791326494325,3.1700000000000004,6.340000000000001,5.42,7.13
2010-10-03,7257,3804,2304,1282,23004.69,24117.36,12487.68,9140.66,68750.39,2010,10,6,3,39,4,1,14647,0.33461177456593333,0.3507959736664767,0.18163795143562095,0.13295430033196903,3.17,6.34,5.42,7.13
2010-10-04,4152,2432,3931,542,13161.84,15418.88,21306.02,3864.46,53751.2,2010,10,0,4,40,4,0,11057,0.2448659750852074,0.28685647948324877,0.39638222030391884,0.07189532512762506,3.17,6.34,5.42,7.13
2010-10-05,2994,910,283,1897,9490.98,5769.4,1533.86,13525.61,30319.85,2010,10,1,5,40,4,0,6084,0.3130285934791894,0.1902845825424598,0.05058930040880809,0.44609752356954274,3.17,6.34,5.42,7.13
2010-10-06,3527,2557,3183,441,11180.59,16211.38,17251.86,3144.33,47788.16,2010,10,2,6,40,4,0,9708,0.23396150845732497,0.33923423709973344,0.36100699420107407,0.06579726024186744,3.17,6.34,5.42,7.13
2010-10-07,387,3515,3485,545,1226.79,22285.1,18888.7,3885.85,46286.44,2010,10,3,7,40,4,0,7932,0.02650430666087087,0.4814606610488946,0.4080827991956175,0.0839522330946169,3.17,6.34,5.42,7.13
